Material;Batch
151945;XY20231002
165719;XY20240325
182749;XY20231007
176201;XY20250828
100709;XY20231007
100709;XY20231007
159584;XY20231002
143093;XY20231226
172986;XY20230927
160597;XY20231002
178618;XY20231012
178618;XY20231012
128850;XY20230927
189984;XY20231226
154208;XY20231007
176215;XY20250828
176215;XY20250828
