Material;Batch
113279;XY20250921
174708;XY20231022
174708;XY20231022
190378;XY20240120
190378;XY20240120
182748;XY20231101
182748;XY20231101
135679;XY20250921
170912;XY20240320
170912;XY20240320
159330;XY20231101
159330;XY20231101
178531;XY20231027
122165;XY20231027
122165;XY20231027
122165;XY20231027
189197;XY20240120
189197;XY20240120
