Material;Batch
170816;XY20231106
178016;XY20231027
178016;XY20231027
188862;XY20231111
153288;XY20231027
125035;XY20231106
183345;XY20231101
176206;XY20250927
102381;XY20231111
145352;XY20240626
145352;XY20240626
173091;XY20231111
161355;XY20231018
133153;XY20231101
190015;XY20231027
190015;XY20231027
