Material;Batch
182744;XY20230917
182744;XY20230917
135531;XY20230912
135531;XY20230912
100470;XY20230912
159223;XY20230912
159223;XY20230912
178017;XY20230907
178017;XY20230907
172573;XY20230912
188908;XY20230927
