Material;Batch
183349;XY20231102
138602;XY20231102
106992;XY20231106
160544;XY20231112
160544;XY20231112
146194;XY20231102
146194;XY20231102
173411;XY20231107
189540;XY20240624
179093;XY20231028
133355;XY20231107
133355;XY20231107
167977;XY20231107
167977;XY20231107
158947;XY20231102
176331;XY20240627
176331;XY20240627
170816;XY20231107
