Material;Batch
154208;XY20230918
176213;XY20250809
176213;XY20250809
106992;XY20230917
106992;XY20230917
187268;XY20230913
146304;XY20230913
146304;XY20230913
173608;XY20230918
173608;XY20230918
162118;XY20230918
162118;XY20230918
174707;XY20230913
190377;XY20231207
158948;XY20230913
158948;XY20230913
135533;XY20230913
170911;XY20240205
