Material;Batch
163962;XY20231020
151951;XY20231005
182752;XY20231010
171818;XY20231020
159589;XY20231010
178560;XY20231010
189204;XY20231214
130327;XY20231015
167505;XY20231010
176218;XY20250905
109247;XY20231010
173994;XY20231010
163549;XY20240103
181515;XY20231015
191353;XY20231010
135947;XY20240709
187936;XY20230921
178559;XY20231010
122238;XY20231020
