Material;Batch
151712;XY20231016
173962;XY20231027
162125;XY20231101
162125;XY20231101
181514;XY20231101
181514;XY20231101
134644;XY20231027
191312;XY20231101
191312;XY20231101
158969;XY20231027
135946;XY20240726
135946;XY20240726
135946;XY20240726
171244;XY20240726
171244;XY20240726
