Material;Batch
159330;XY20231111
143093;XY20240130
160596;XY20231106
160596;XY20231106
128850;XY20231101
189933;XY20231106
154208;XY20231111
176212;XY20251002
169587;XY20231106
169587;XY20231106
187265;XY20231106
