Material;Batch
187378;XY20231027
151837;XY20240726
174003;XY20231027
181688;XY20231106
181688;XY20231106
176180;XY20250922
176180;XY20250922
191606;XY20231101
159217;XY20231027
137182;XY20250921
137182;XY20250921
172166;XY20240618
188535;XY20231101
178574;XY20231101
178574;XY20231101
