Material;Batch
176216;XY20250922
160592;XY20231027
160592;XY20231027
147768;XY20240621
147768;XY20240621
173960;XY20231027
173960;XY20231027
189724;XY20231027
181242;XY20231027
181242;XY20231027
134641;XY20231027
190378;XY20240120
190378;XY20240120
158957;XY20231027
