Material;Batch
181547;XY20240504
191605;XY20230917
172162;XY20240504
188485;XY20230917
151887;XY20240507
165717;XY20240504
176201;XY20250808
100708;XY20230917
186391;XY20230907
172716;XY20230912
160596;XY20230912
173998;XY20230912
189940;XY20230922
134711;XY20230912
169587;XY20230912
