Material;Batch
190015;XY20231007
156082;XY20231017
134924;XY20231003
170451;XY20231022
170451;XY20231022
187306;XY20231012
187306;XY20231012
178014;XY20231007
115020;XY20231012
151949;XY20231007
175912;XY20231012
165732;XY20240603
165732;XY20240603
182750;XY20231017
135947;XY20240711
100711;XY20231012
178557;XY20231012
