Material;Batch
100712;XY20231208
100722;XY20231208
101184;XY20231208
106980;XY20231208
106991;XY20231208
106992;XY20231208
109247;XY20231208
111550;XY20231208
113736;XY20231208
116180;XY20231208
119901;XY20231208
122165;XY20231208
