Material;Batch
176617;XY20230912
187379;XY20230912
151852;XY20240507
174051;XY20230912
164901;XY20240504
181689;XY20230922
134910;XY20230903
191311;XY20230917
159219;XY20230912
137183;XY20250807
172332;XY20240507
188536;XY20230917
122520;XY20231206
165732;XY20240504
165732;XY20240504
153487;XY20240507
176203;XY20250808
186961;XY20240504
111886;XY20230822
