Material;Batch
153296;XY20230923
176187;XY20250823
166941;XY20240520
166941;XY20240520
185102;XY20231008
185102;XY20231008
140004;XY20230923
108175;XY20230928
108175;XY20230928
160592;XY20230928
178580;XY20230928
173960;XY20230928
173960;XY20230928
189724;XY20230928
181242;XY20230928
134641;XY20230928
169561;XY20230928
169561;XY20230928
176840;XY20230923
