Material;Batch
161355;XY20230829
130874;XY20230912
158265;XY20240204
170624;XY20230912
187308;XY20230912
178016;XY20230907
116180;XY20230916
164002;XY20230917
175941;XY20230912
183345;XY20230912
100722;XY20230912
173090;XY20230922
173090;XY20230922
189253;XY20240204
178712;XY20240305
130328;XY20230917
167530;XY20230916
