Material;Batch
167345;XY20231101
108704;XY20231006
108704;XY20231006
187304;XY20231027
147768;XY20240621
147768;XY20240621
113679;XY20231008
113679;XY20231008
162125;XY20231101
181242;XY20231027
174799;XY20240921
191312;XY20231101
191312;XY20231101
158957;XY20231027
135680;XY20250921
171244;XY20240726
159330;XY20231101
178557;XY20231027
