Material;Batch
101184;XY20230917
144899;XY20230913
144899;XY20230913
173092;XY20230923
173092;XY20230923
179066;XY20230923
179066;XY20230923
174440;XY20230913
190296;XY20230913
190296;XY20230913
158265;XY20240205
135528;XY20230913
