Material;Batch
100722;XY20231106
178559;XY20231106
172988;XY20231101
189200;XY20240130
189200;XY20240130
153332;XY20231101
130328;XY20231111
167347;XY20231111
176217;XY20251002
111550;XY20231116
111550;XY20231116
187269;XY20231106
151823;XY20240701
151823;XY20240701
