Material;Batch
182745;XY20231101
100692;XY20231022
172713;XY20231027
160593;XY20231027
125035;XY20231101
189932;XY20231027
176209;XY20250922
169568;XY20231017
176841;XY20231022
112732;XY20250921
151873;XY20240726
