MaterialCode;PCB;SPCB;PCPAL;Короб;Вес;Высота;Объем;ABC;Zone;Alley;Class;Plant;Shelflife
182799;24;6;6144;256;654;183;1532;C;N;7;C;CH;30
182800;24;6;6144;256;654;183;1532;C;N;7;C;CH;30
182801;24;6;6144;256;654;183;1532;C;N;7;C;CH;30
182802;24;6;6144;256;654;183;1532;C;N;7;C;CH;30
184478;24;6;6144;256;654;183;1532;C;N;7;C;CH;30
191311;12;6;6144;512;676;183;1553;C;N;7;C;CH;30
191783;12;6;6144;512;654;183;1532;C;N;7;C;CH;30
21084;24;6;6144;256;685;183;1585;C;N;7;A;CH;30
21139;24;6;6144;256;685;183;1585;C;N;7;B;CH;30
21616;24;6;6144;256;685;183;1585;C;N;7;B;CH;30
21618;24;6;6144;256;685;183;1585;C;N;7;A;CH;30
30269;24;6;6144;256;685;183;1585;C;N;7;B;CH;30
82408;24;6;6144;256;685;183;1585;C;N;7;C;CH;30
182716;24;8;6144;256;654;183;1532;C;N;7;C;CH;30
182717;24;8;6144;256;654;183;1532;C;N;7;C;CH;30
182718;24;8;6144;256;654;183;1532;C;N;7;C;CH;30
182939;24;8;6144;256;654;183;1532;C;N;7;C;CH;30
51974;24;8;6144;256;685;183;1585;C;N;7;C;CH;30
51975;24;8;6144;256;685;183;1585;C;N;7;B;CH;30
51976;24;8;6144;256;685;183;1585;C;N;7;C;CH;30
89152;24;8;6144;256;685;183;1585;C;N;7;C;CH;30
